representation,predictor,split,group,trial,tag,model_detail,hidden,depth,dropout,lr,weight_decay,batch_size,max_epochs,best_epoch,device,val_rmse,external_rmse,n,rmse,mae,r2,bias,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,max_bin,params,method,k,weights,metric
ecfp__brics_gnn,mlp,Train,all,10,all6_bad_top_pair,TorchMLP,192.0,4.0,0.45,0.0018372653411796,0.0016176991223875,128.0,360.0,36.0,cuda:0,0.9289082057922666,1.3988689417717666,6437,0.3808065720169866,0.2722468078136444,0.9727855324745178,0.0115947118028998,,,,,,,,,,,,,,
ecfp__brics_gnn,mlp,Train,not_all6_bad,10,all6_bad_top_pair,TorchMLP,192.0,4.0,0.45,0.0018372653411796,0.0016176991223875,128.0,360.0,36.0,cuda:0,0.9289082057922666,1.3988689417717666,6437,0.3808065720169866,0.2722468078136444,0.9727855324745178,0.0115947118028998,,,,,,,,,,,,,,
ecfp__brics_gnn,mlp,Val,all,10,all6_bad_top_pair,TorchMLP,192.0,4.0,0.45,0.0018372653411796,0.0016176991223875,128.0,360.0,36.0,cuda:0,0.9289082057922666,1.3988689417717666,1610,0.9289082057922666,0.6698410511016846,0.8373729586601257,0.0331495366990566,,,,,,,,,,,,,,
ecfp__brics_gnn,mlp,Val,all6_bad,10,all6_bad_top_pair,TorchMLP,192.0,4.0,0.45,0.0018372653411796,0.0016176991223875,128.0,360.0,36.0,cuda:0,0.9289082057922666,1.3988689417717666,74,2.3125259810354275,2.123692035675049,0.4827314615249634,-0.0677106082439422,,,,,,,,,,,,,,
ecfp__brics_gnn,mlp,Val,not_all6_bad,10,all6_bad_top_pair,TorchMLP,192.0,4.0,0.45,0.0018372653411796,0.0016176991223875,128.0,360.0,36.0,cuda:0,0.9289082057922666,1.3988689417717666,1536,0.8042392037508636,0.5997987985610962,0.8721634149551392,0.0380086787045002,,,,,,,,,,,,,,
ecfp__brics_gnn,mlp,External,all,10,all6_bad_top_pair,TorchMLP,192.0,4.0,0.45,0.0018372653411796,0.0016176991223875,128.0,360.0,36.0,cuda:0,0.9289082057922666,1.3988689417717666,2251,1.3988689417717666,0.9545360207557678,0.5092055201530457,-0.1156636551022529,,,,,,,,,,,,,,
ecfp__brics_gnn,mlp,External,all6_bad,10,all6_bad_top_pair,TorchMLP,192.0,4.0,0.45,0.0018372653411796,0.0016176991223875,128.0,360.0,36.0,cuda:0,0.9289082057922666,1.3988689417717666,256,3.0904099130181675,2.8063926696777344,-0.2532894611358642,-0.6977047920227051,,,,,,,,,,,,,,
ecfp__brics_gnn,mlp,External,not_all6_bad,10,all6_bad_top_pair,TorchMLP,192.0,4.0,0.45,0.0018372653411796,0.0016176991223875,128.0,360.0,36.0,cuda:0,0.9289082057922666,1.3988689417717666,1995,0.9911568462476956,0.7169044017791748,0.7193547487258911,-0.0409756675362587,,,,,,,,,,,,,,
ecfp__three_d_gnn,mlp,Train,all,34,all6_bad_top_pair,TorchMLP,96.0,4.0,0.25,0.000974518051236,1.8664380221085603e-06,64.0,360.0,36.0,cuda:0,0.8531661725851055,1.375249883313669,6437,0.2570191951580045,0.1880160868167877,0.9876028299331664,0.0127878533676266,,,,,,,,,,,,,,
ecfp__three_d_gnn,mlp,Train,not_all6_bad,34,all6_bad_top_pair,TorchMLP,96.0,4.0,0.25,0.000974518051236,1.8664380221085603e-06,64.0,360.0,36.0,cuda:0,0.8531661725851055,1.375249883313669,6437,0.2570191951580045,0.1880160868167877,0.9876028299331664,0.0127878533676266,,,,,,,,,,,,,,
ecfp__three_d_gnn,mlp,Val,all,34,all6_bad_top_pair,TorchMLP,96.0,4.0,0.25,0.000974518051236,1.8664380221085603e-06,64.0,360.0,36.0,cuda:0,0.8531661725851055,1.375249883313669,1610,0.8531661725851055,0.5961418151855469,0.8628125190734863,0.0044480198994278,,,,,,,,,,,,,,
ecfp__three_d_gnn,mlp,Val,all6_bad,34,all6_bad_top_pair,TorchMLP,96.0,4.0,0.25,0.000974518051236,1.8664380221085603e-06,64.0,360.0,36.0,cuda:0,0.8531661725851055,1.375249883313669,74,2.3781107557474197,2.138073444366455,0.4529752135276794,-0.2900250256061554,,,,,,,,,,,,,,
ecfp__three_d_gnn,mlp,Val,not_all6_bad,34,all6_bad_top_pair,TorchMLP,96.0,4.0,0.25,0.000974518051236,1.8664380221085603e-06,64.0,360.0,36.0,cuda:0,0.8531661725851055,1.375249883313669,1536,0.7003564157125783,0.5218560695648193,0.9030555486679076,0.018634870648384,,,,,,,,,,,,,,
ecfp__three_d_gnn,mlp,External,all,34,all6_bad_top_pair,TorchMLP,96.0,4.0,0.25,0.000974518051236,1.8664380221085603e-06,64.0,360.0,36.0,cuda:0,0.8531661725851055,1.375249883313669,2251,1.375249883313669,0.9274765849113464,0.5256391763687134,-0.2223556488752365,,,,,,,,,,,,,,
ecfp__three_d_gnn,mlp,External,all6_bad,34,all6_bad_top_pair,TorchMLP,96.0,4.0,0.25,0.000974518051236,1.8664380221085603e-06,64.0,360.0,36.0,cuda:0,0.8531661725851055,1.375249883313669,256,3.112980731163104,2.8160808086395264,-0.2716631889343261,-0.8199558258056641,,,,,,,,,,,,,,
ecfp__three_d_gnn,mlp,External,not_all6_bad,34,all6_bad_top_pair,TorchMLP,96.0,4.0,0.25,0.000974518051236,1.8664380221085603e-06,64.0,360.0,36.0,cuda:0,0.8531661725851055,1.375249883313669,1995,0.9436604589969791,0.6851294636726379,0.7456073760986328,-0.1456710994243621,,,,,,,,,,,,,,
