representation,predictor,split,group,trial,tag,model_detail,hidden,depth,dropout,lr,weight_decay,batch_size,max_epochs,best_epoch,device,val_rmse,external_rmse,n,rmse,mae,r2,bias,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,max_bin,params,method,k,weights,metric
mordred__ecfp,mlp,External,not_all6_bad,4,all6_bad_pair_alt_head,TorchMLP,256.0,4.0,0.0,0.002263724395245,1.0437156664069185e-07,256.0,360.0,24.0,cuda:0,0.9135867453877964,1.325546409295237,1995,0.9245200277978388,0.7047203183174133,0.755822479724884,0.0135387377813458,,,,,,,,,,,,,,
ecfp__atom_gnn,knn_svm,Train,all,29,all6_bad_second_pair,KNeighborsRegressor,,,,,,,,,,0.9432299715201728,1.6691898999668668,6437,0.0,0.0,1.0,0.0,,,,,,,,,,,sklearn_knn,7.0,distance,manhattan
ecfp__atom_gnn,knn_svm,Train,not_all6_bad,29,all6_bad_second_pair,KNeighborsRegressor,,,,,,,,,,0.9432299715201728,1.6691898999668668,6437,0.0,0.0,1.0,0.0,,,,,,,,,,,sklearn_knn,7.0,distance,manhattan
ecfp__atom_gnn,knn_svm,Val,all,29,all6_bad_second_pair,KNeighborsRegressor,,,,,,,,,,0.9432299715201728,1.6691898999668668,1610,0.9432299715201728,0.6746619346534002,0.8323195960644932,0.048788730440685,,,,,,,,,,,sklearn_knn,7.0,distance,manhattan
ecfp__atom_gnn,knn_svm,Val,all6_bad,29,all6_bad_second_pair,KNeighborsRegressor,,,,,,,,,,0.9432299715201728,1.6691898999668668,74,2.320372261636655,2.0602363944332858,0.4792153794859685,-0.11180917248307,,,,,,,,,,,sklearn_knn,7.0,distance,manhattan
ecfp__atom_gnn,knn_svm,Val,not_all6_bad,29,all6_bad_second_pair,KNeighborsRegressor,,,,,,,,,,0.9432299715201728,1.6691898999668668,1536,0.820459349736533,0.6079089984400463,0.8669548896357262,0.0565258689930013,,,,,,,,,,,sklearn_knn,7.0,distance,manhattan
ecfp__atom_gnn,knn_svm,External,all,29,all6_bad_second_pair,KNeighborsRegressor,,,,,,,,,,0.9432299715201728,1.6691898999668668,2251,1.6691898999668668,1.1106209659852588,0.3011931708944632,-0.18850359443776,,,,,,,,,,,sklearn_knn,7.0,distance,manhattan
ecfp__atom_gnn,knn_svm,External,all6_bad,29,all6_bad_second_pair,KNeighborsRegressor,,,,,,,,,,0.9432299715201728,1.6691898999668668,256,3.332386437012439,3.0079621892309967,-0.4572361922702321,-0.6660466254107049,,,,,,,,,,,sklearn_knn,7.0,distance,manhattan
ecfp__atom_gnn,knn_svm,External,not_all6_bad,29,all6_bad_second_pair,KNeighborsRegressor,,,,,,,,,,0.9432299715201728,1.6691898999668668,1995,1.311009125981817,0.8671526185411944,0.5089967091001664,-0.1272248897114072,,,,,,,,,,,sklearn_knn,7.0,distance,manhattan
ecfp__murcko_gnn,mlp,Train,all,9,all6_bad_top_pair,TorchMLP,384.0,4.0,0.45,0.0008190940398622,1.1830408798397682e-08,64.0,360.0,31.0,cuda:0,0.9037987014501182,1.341663159588955,6437,0.3768023846702175,0.2726036608219147,0.9733548164367676,-0.0079771634191274,,,,,,,,,,,,,,
ecfp__murcko_gnn,mlp,Train,not_all6_bad,9,all6_bad_top_pair,TorchMLP,384.0,4.0,0.45,0.0008190940398622,1.1830408798397682e-08,64.0,360.0,31.0,cuda:0,0.9037987014501182,1.341663159588955,6437,0.3768023846702175,0.2726036608219147,0.9733548164367676,-0.0079771634191274,,,,,,,,,,,,,,
ecfp__murcko_gnn,mlp,Val,all,9,all6_bad_top_pair,TorchMLP,384.0,4.0,0.45,0.0008190940398622,1.1830408798397682e-08,64.0,360.0,31.0,cuda:0,0.9037987014501182,1.341663159588955,1610,0.9037987014501182,0.6554296016693115,0.8460461497306824,0.0104846572503447,,,,,,,,,,,,,,
ecfp__murcko_gnn,mlp,Val,all6_bad,9,all6_bad_top_pair,TorchMLP,384.0,4.0,0.45,0.0008190940398622,1.1830408798397682e-08,64.0,360.0,31.0,cuda:0,0.9037987014501182,1.341663159588955,74,2.2878948266992323,2.0692920684814453,0.4936918020248413,-0.1881396770477295,,,,,,,,,,,,,,
ecfp__murcko_gnn,mlp,Val,not_all6_bad,9,all6_bad_top_pair,TorchMLP,384.0,4.0,0.45,0.0008190940398622,1.1830408798397682e-08,64.0,360.0,31.0,cuda:0,0.9037987014501182,1.341663159588955,1536,0.7771900734362237,0.5873138904571533,0.8806178569793701,0.0200538039207458,,,,,,,,,,,,,,
ecfp__murcko_gnn,mlp,External,all,9,all6_bad_top_pair,TorchMLP,384.0,4.0,0.45,0.0008190940398622,1.1830408798397682e-08,64.0,360.0,31.0,cuda:0,0.9037987014501182,1.341663159588955,2251,1.341663159588955,0.9121334552764891,0.5485261678695679,-0.0855181962251663,,,,,,,,,,,,,,
ecfp__murcko_gnn,mlp,External,all6_bad,9,all6_bad_top_pair,TorchMLP,384.0,4.0,0.45,0.0008190940398622,1.1830408798397682e-08,64.0,360.0,31.0,cuda:0,0.9037987014501182,1.341663159588955,256,3.1012863689659462,2.813936471939087,-0.2621266841888428,-0.7315367460250854,,,,,,,,,,,,,,
ecfp__murcko_gnn,mlp,External,not_all6_bad,9,all6_bad_top_pair,TorchMLP,384.0,4.0,0.45,0.0008190940398622,1.1830408798397682e-08,64.0,360.0,31.0,cuda:0,0.9037987014501182,1.341663159588955,1995,0.8926695061114532,0.6680925488471985,0.7723569869995117,-0.0026205803733319,,,,,,,,,,,,,,
