evaluation_id,evaluation,n,configuration_id,representation_1,representation_2,predictor,rmse,mae,bias,dlg_sol_rmse,dlg_sol_lower_point_estimate
R02,ComPlat OOF after global preselection,17937,chemberta__brics_gnn__mlp,ChemBERTa,BRICS-subgroup GNN,multilayer perceptron,0.9956832034702845,0.664986990620915,-0.006316172026795308,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__brics_gnn__rf,atom-level 2D GNN,BRICS-subgroup GNN,random forest,0.997233117309257,0.6616589531011089,-0.004071395809390859,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__atom_gnn__ridge,Mordred,atom-level 2D GNN,ridge regression,0.9991784599477006,0.6783823426116423,-0.00320963324765732,0.879214,True
R02,ComPlat OOF after global preselection,17937,murcko_gnn__three_d_gnn__mlp,Murcko-subgroup GNN,3D-MPNN,multilayer perceptron,0.9994273788658748,0.6613001617448894,0.015961870569772982,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__brics_gnn__mlp,Mordred,BRICS-subgroup GNN,multilayer perceptron,1.001501819511734,0.659558396929204,-0.03117895616605733,0.879214,True
R02,ComPlat OOF after global preselection,17937,brics_gnn__three_d_gnn__xgb,BRICS-subgroup GNN,3D-MPNN,XGBoost,1.0021852794907298,0.6746633442009662,-3.901492194402608e-05,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__murcko_gnn__rf,atom-level 2D GNN,Murcko-subgroup GNN,random forest,1.0029414186624215,0.6646965940203055,0.0007341869478788503,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__brics_gnn__rf,ECFP,BRICS-subgroup GNN,random forest,1.0036013075959904,0.6589422259174459,-0.003612520962431276,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__atom_gnn__knn,Mordred,atom-level 2D GNN,k-nearest neighbours,1.0047586878043315,0.6852530595074126,0.035520662214285695,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__ecfp__xgb,Mordred,ECFP,XGBoost,1.006119895605351,0.6977400308381602,0.0011434745464503546,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__chemberta__knn,Mordred,ChemBERTa,k-nearest neighbours,1.0070817598777684,0.6920968320988695,0.03220170190986435,0.879214,True
R02,ComPlat OOF after global preselection,17937,brics_gnn__three_d_gnn__ridge,BRICS-subgroup GNN,3D-MPNN,ridge regression,1.0070916793304507,0.6813820400741356,-0.005445848500432768,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__brics_gnn__xgb,atom-level 2D GNN,BRICS-subgroup GNN,XGBoost,1.0072867114024595,0.6872731935197091,0.0017640664155778557,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__atom_gnn__xgb,Mordred,atom-level 2D GNN,XGBoost,1.008036159185108,0.6921678514167235,0.0001264549656313835,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__murcko_gnn__rf,Mordred,Murcko-subgroup GNN,random forest,1.0100551214886977,0.6634088360665459,-0.000902317363335673,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__brics_gnn__knn,atom-level 2D GNN,BRICS-subgroup GNN,k-nearest neighbours,1.0120164136003842,0.6792753970117996,-0.001519186892049453,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__brics_gnn__knn,Mordred,BRICS-subgroup GNN,k-nearest neighbours,1.0121067003313353,0.6858665594839554,0.020526667606548504,0.879214,True
R02,ComPlat OOF after global preselection,17937,murcko_gnn__three_d_gnn__xgb,Murcko-subgroup GNN,3D-MPNN,XGBoost,1.013538488568569,0.680892885028948,0.0020009671531894973,0.879214,True
R02,ComPlat OOF after global preselection,17937,murcko_gnn__three_d_gnn__ridge,Murcko-subgroup GNN,3D-MPNN,ridge regression,1.0139685487217198,0.688155881669271,-0.0032228422707671314,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__chemberta__knn,ECFP,ChemBERTa,k-nearest neighbours,1.0151590450111816,0.7007613746110747,0.03199448053314818,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__brics_gnn__ridge,atom-level 2D GNN,BRICS-subgroup GNN,ridge regression,1.0156317091897933,0.6886056878729839,-0.0008392795975036865,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__brics_gnn__ridge,Mordred,BRICS-subgroup GNN,ridge regression,1.016070964236382,0.6798774421626774,-0.0012699942864605822,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__murcko_gnn__knn,Mordred,Murcko-subgroup GNN,k-nearest neighbours,1.0167774838208101,0.6864346978075946,0.022055659785697367,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__murcko_gnn__ridge,Mordred,Murcko-subgroup GNN,ridge regression,1.0168646319749426,0.6910687440749178,-0.0005671649767127275,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__brics_gnn__xgb,Mordred,BRICS-subgroup GNN,XGBoost,1.0187321249925596,0.6999723080807716,0.0005305074193231848,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__murcko_gnn__xgb,atom-level 2D GNN,Murcko-subgroup GNN,XGBoost,1.0193078495924688,0.6965603879623672,0.003002075805230534,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__murcko_gnn__ridge,atom-level 2D GNN,Murcko-subgroup GNN,ridge regression,1.0200504842356908,0.69561935813231,0.001500831466070327,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__murcko_gnn__knn,atom-level 2D GNN,Murcko-subgroup GNN,k-nearest neighbours,1.0211774259780475,0.6846379909055446,0.007780086484718633,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__brics_gnn__ridge,ECFP,BRICS-subgroup GNN,ridge regression,1.0242119597851442,0.6943007652310502,0.0015604321905155177,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__brics_gnn__mlp,ECFP,BRICS-subgroup GNN,multilayer perceptron,1.0257140745102928,0.6861399952684961,0.01382098879783882,0.879214,True
R02,ComPlat OOF after global preselection,17937,brics_gnn__three_d_gnn__mlp,BRICS-subgroup GNN,3D-MPNN,multilayer perceptron,1.0287867768496022,0.6765313162034269,0.006727920896623993,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__three_d_gnn__knn,Mordred,3D-MPNN,k-nearest neighbours,1.0297815094546525,0.6984322545173259,0.002896489765024408,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__murcko_gnn__mlp,ECFP,Murcko-subgroup GNN,multilayer perceptron,1.031086556932191,0.6952553784346805,0.0007867315747005038,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__murcko_gnn__mlp,atom-level 2D GNN,Murcko-subgroup GNN,multilayer perceptron,1.0314101620157885,0.7013700443401117,0.010204719020560346,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__brics_gnn__knn,ECFP,BRICS-subgroup GNN,k-nearest neighbours,1.0314212121590414,0.6929771368829073,0.013211990493211636,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__murcko_gnn__rf,ECFP,Murcko-subgroup GNN,random forest,1.0324113827428267,0.6773737093391805,-0.0019251374938104272,0.879214,True
R02,ComPlat OOF after global preselection,17937,brics_gnn__three_d_gnn__knn,BRICS-subgroup GNN,3D-MPNN,k-nearest neighbours,1.0335888331936938,0.6997424160987873,-0.07646759833195045,0.879214,True
R02,ComPlat OOF after global preselection,17937,murcko_gnn__three_d_gnn__knn,Murcko-subgroup GNN,3D-MPNN,k-nearest neighbours,1.036080946471556,0.6986788499192788,-0.05946556598554216,0.879214,True
R02,ComPlat OOF after global preselection,17937,brics_gnn__murcko_gnn__knn,BRICS-subgroup GNN,Murcko-subgroup GNN,k-nearest neighbours,1.0367821112347044,0.6938634541018447,-0.009011965135077953,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__murcko_gnn__xgb,Mordred,Murcko-subgroup GNN,XGBoost,1.0374234213472735,0.7127119024119208,-0.0003408429069758073,0.879214,True
R02,ComPlat OOF after global preselection,17937,brics_gnn__murcko_gnn__rf,BRICS-subgroup GNN,Murcko-subgroup GNN,random forest,1.0382532726758062,0.6919111889941563,-0.007615580715566742,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__murcko_gnn__ridge,ECFP,Murcko-subgroup GNN,ridge regression,1.039512442730722,0.7051263408111256,0.0027704008102979343,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__atom_gnn__mlp,ECFP,atom-level 2D GNN,multilayer perceptron,1.0430885239184304,0.7036045952790487,0.02305424138040171,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__atom_gnn__rf,ECFP,atom-level 2D GNN,random forest,1.0467424705452952,0.688871855869712,0.008690253891946928,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__brics_gnn__xgb,ECFP,BRICS-subgroup GNN,XGBoost,1.0497084863769142,0.7249026578761649,0.0013488705276283564,0.879214,True
R02,ComPlat OOF after global preselection,17937,brics_gnn__murcko_gnn__xgb,BRICS-subgroup GNN,Murcko-subgroup GNN,XGBoost,1.0512832106975927,0.7222660198746056,-0.0019788068335619075,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__murcko_gnn__knn,ECFP,Murcko-subgroup GNN,k-nearest neighbours,1.0513889636661775,0.7092397932240759,0.019309095083958585,0.879214,True
R02,ComPlat OOF after global preselection,17937,brics_gnn__murcko_gnn__ridge,BRICS-subgroup GNN,Murcko-subgroup GNN,ridge regression,1.0518236526466955,0.7198455489910092,-0.0026809301887274544,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__three_d_gnn__rf,atom-level 2D GNN,3D-MPNN,random forest,1.057360723540862,0.70108381850902,-0.019444053324074617,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__atom_gnn__knn,ECFP,atom-level 2D GNN,k-nearest neighbours,1.0584040940120745,0.7018089001535274,0.07341457247321029,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__atom_gnn__ridge,ECFP,atom-level 2D GNN,ridge regression,1.0617305003685757,0.7211246028037956,-0.0013499014512854167,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__three_d_gnn__mlp,atom-level 2D GNN,3D-MPNN,multilayer perceptron,1.0635331230658351,0.7147025778107459,0.021472594590068627,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__three_d_gnn__ridge,atom-level 2D GNN,3D-MPNN,ridge regression,1.0726508198988016,0.7361990398810389,-0.010693096655960268,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__three_d_gnn__xgb,atom-level 2D GNN,3D-MPNN,XGBoost,1.0738728385049559,0.7260256835256926,-0.00358944677870045,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__murcko_gnn__xgb,ECFP,Murcko-subgroup GNN,XGBoost,1.0747418821294596,0.7419775540834577,0.0026974828622501,0.879214,True
R02,ComPlat OOF after global preselection,17937,mordred__ecfp__knn,Mordred,ECFP,k-nearest neighbours,1.0765628767483135,0.7432049379249193,0.047265259299750124,0.879214,True
R02,ComPlat OOF after global preselection,17937,brics_gnn__murcko_gnn__mlp,BRICS-subgroup GNN,Murcko-subgroup GNN,multilayer perceptron,1.0818671467317895,0.7319983770941961,0.0009861697108840936,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__three_d_gnn__knn,atom-level 2D GNN,3D-MPNN,k-nearest neighbours,1.088204750981419,0.7387042440667909,-0.0820757323947092,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__atom_gnn__xgb,ECFP,atom-level 2D GNN,XGBoost,1.098438482495408,0.7607604240025007,0.004079528808281425,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__three_d_gnn__mlp,ECFP,3D-MPNN,multilayer perceptron,1.1114672400587224,0.7518047984319842,-0.00405896570567304,0.879214,True
R02,ComPlat OOF after global preselection,17937,atom_gnn__brics_gnn__mlp,atom-level 2D GNN,BRICS-subgroup GNN,multilayer perceptron,1.122372589018686,0.7697482726581395,0.1202856553722366,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__three_d_gnn__ridge,ECFP,3D-MPNN,ridge regression,1.147966003229083,0.803399436312783,-0.004015659298386818,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__three_d_gnn__rf,ECFP,3D-MPNN,random forest,1.2101295237477656,0.8319563923932252,0.021458416457641894,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__three_d_gnn__knn,ECFP,3D-MPNN,k-nearest neighbours,1.2898573336347772,0.8895709009873324,0.07725385590933141,0.879214,True
R02,ComPlat OOF after global preselection,17937,ecfp__three_d_gnn__xgb,ECFP,3D-MPNN,XGBoost,1.2997259998346764,0.9296780462721542,-0.004812800387558109,0.879214,True
R03,TDC OOF,7985,atom_gnn__brics_gnn__rf,atom-level 2D GNN,BRICS-subgroup GNN,random forest,0.9962682751500259,0.6545918291406877,0.001653474160424388,0.986334,True
R03,TDC OOF,7985,mordred__brics_gnn__rf,Mordred,BRICS-subgroup GNN,random forest,0.9975961833685024,0.664074584934378,0.00424374095257895,0.986334,True
R03,TDC OOF,7985,atom_gnn__brics_gnn__knn,atom-level 2D GNN,BRICS-subgroup GNN,k-nearest neighbours,1.0018364635848098,0.6635146971798163,0.024014565894162603,0.986334,True
R03,TDC OOF,7985,mordred__brics_gnn__xgb,Mordred,BRICS-subgroup GNN,XGBoost,1.0075984036814045,0.7001981453936894,-0.0014832963000313017,0.986334,True
R03,TDC OOF,7985,atom_gnn__brics_gnn__xgb,atom-level 2D GNN,BRICS-subgroup GNN,XGBoost,1.0112996001059227,0.6919968412290832,-0.0026686335102354343,0.986334,True
R03,TDC OOF,7985,ecfp__brics_gnn__rf,ECFP,BRICS-subgroup GNN,random forest,1.0117890397167513,0.673494406586605,0.0017422814195536098,0.986334,True
R03,TDC OOF,7985,atom_gnn__brics_gnn__ridge,atom-level 2D GNN,BRICS-subgroup GNN,ridge regression,1.0125802937395163,0.6926478486410423,-0.0016787490689551185,0.986334,True
R03,TDC OOF,7985,brics_gnn__three_d_gnn__rf,BRICS-subgroup GNN,3D-MPNN,random forest,1.0144197179795726,0.6664886257753246,0.011230175279350002,0.986334,True
R03,TDC OOF,7985,mordred__atom_gnn__rf,Mordred,atom-level 2D GNN,random forest,1.014457021102606,0.6545995761157938,-0.002772327362949956,0.986334,True
R03,TDC OOF,7985,atom_gnn__murcko_gnn__rf,atom-level 2D GNN,Murcko-subgroup GNN,random forest,1.017008589439296,0.6711831510575691,-0.0028756450932253814,0.986334,True
R03,TDC OOF,7985,atom_gnn__brics_gnn__mlp,atom-level 2D GNN,BRICS-subgroup GNN,multilayer perceptron,1.0184772383204093,0.6889686858140872,0.019505649245719497,0.986334,True
R03,TDC OOF,7985,mordred__brics_gnn__ridge,Mordred,BRICS-subgroup GNN,ridge regression,1.0212988484280379,0.7085329012794096,-0.0008183132090382261,0.986334,True
R03,TDC OOF,7985,brics_gnn__three_d_gnn__xgb,BRICS-subgroup GNN,3D-MPNN,XGBoost,1.0213415327549986,0.698262902262873,0.0109193462318898,0.986334,True
R03,TDC OOF,7985,chemberta__atom_gnn__rf,ChemBERTa,atom-level 2D GNN,random forest,1.0222430593987897,0.6745406439674965,0.003765861750618637,0.986334,True
R03,TDC OOF,7985,chemberta__brics_gnn__rf,ChemBERTa,BRICS-subgroup GNN,random forest,1.0245188303489658,0.6846258214123151,0.005749801642554759,0.986334,True
R03,TDC OOF,7985,ecfp__brics_gnn__ridge,ECFP,BRICS-subgroup GNN,ridge regression,1.0271533044890666,0.7166795231335701,0.0034248827261658147,0.986334,True
R03,TDC OOF,7985,atom_gnn__murcko_gnn__knn,atom-level 2D GNN,Murcko-subgroup GNN,k-nearest neighbours,1.0273816858411446,0.6785719165174525,0.02603504264013096,0.986334,True
R03,TDC OOF,7985,brics_gnn__three_d_gnn__mlp,BRICS-subgroup GNN,3D-MPNN,multilayer perceptron,1.029061809796307,0.6842937619735971,-0.018747631057996723,0.986334,True
R03,TDC OOF,7985,brics_gnn__three_d_gnn__ridge,BRICS-subgroup GNN,3D-MPNN,ridge regression,1.0303389674413506,0.7031502863599323,0.00041837068941007774,0.986334,True
R03,TDC OOF,7985,chemberta__three_d_gnn__rf,ChemBERTa,3D-MPNN,random forest,1.0307257638045921,0.6795739101060682,0.01393562160345564,0.986334,True
R03,TDC OOF,7985,brics_gnn__murcko_gnn__rf,BRICS-subgroup GNN,Murcko-subgroup GNN,random forest,1.0314510740182696,0.7059741615015914,0.001574244348084378,0.986334,True
R03,TDC OOF,7985,mordred__brics_gnn__mlp,Mordred,BRICS-subgroup GNN,multilayer perceptron,1.0320157623056503,0.7054684708072004,-0.007543799529896323,0.986334,True
R03,TDC OOF,7985,ecfp__brics_gnn__mlp,ECFP,BRICS-subgroup GNN,multilayer perceptron,1.0367914761402428,0.7154058943254861,0.009630693696085494,0.986334,True
R03,TDC OOF,7985,chemberta__three_d_gnn__ridge,ChemBERTa,3D-MPNN,ridge regression,1.0369983932438576,0.6909597854976467,0.0043283147739632535,0.986334,True
R03,TDC OOF,7985,atom_gnn__murcko_gnn__xgb,atom-level 2D GNN,Murcko-subgroup GNN,XGBoost,1.0373298593827207,0.70858288807474,-0.0033464309814401957,0.986334,True
R03,TDC OOF,7985,chemberta__murcko_gnn__rf,ChemBERTa,Murcko-subgroup GNN,random forest,1.0397059111640674,0.6958517936837177,0.0032282009284058696,0.986334,True
R03,TDC OOF,7985,ecfp__atom_gnn__rf,ECFP,atom-level 2D GNN,random forest,1.0405518250068704,0.6766973251822807,0.010879943261647592,0.986334,True
R03,TDC OOF,7985,mordred__atom_gnn__xgb,Mordred,atom-level 2D GNN,XGBoost,1.0412971846920167,0.7025611046572198,-0.0006717616583969876,0.986334,True
R03,TDC OOF,7985,chemberta__three_d_gnn__xgb,ChemBERTa,3D-MPNN,XGBoost,1.0413664639595062,0.6984803077519912,0.020534692130726364,0.986334,True
R03,TDC OOF,7985,ecfp__brics_gnn__knn,ECFP,BRICS-subgroup GNN,k-nearest neighbours,1.0418018352543703,0.7082966844333823,0.023868274973940666,0.986334,True
R03,TDC OOF,7985,atom_gnn__murcko_gnn__ridge,atom-level 2D GNN,Murcko-subgroup GNN,ridge regression,1.0419899864879483,0.7074675275777326,0.0013748270278598816,0.986334,True
R03,TDC OOF,7985,brics_gnn__murcko_gnn__xgb,BRICS-subgroup GNN,Murcko-subgroup GNN,XGBoost,1.0427062156433327,0.7293261301524734,0.0005977814346775196,0.986334,True
R03,TDC OOF,7985,chemberta__brics_gnn__xgb,ChemBERTa,BRICS-subgroup GNN,XGBoost,1.043627905416732,0.7072303329248628,0.005264303401949912,0.986334,True
R03,TDC OOF,7985,murcko_gnn__three_d_gnn__rf,Murcko-subgroup GNN,3D-MPNN,random forest,1.045213204054709,0.6839710663119309,0.00520510103523684,0.986334,True
R03,TDC OOF,7985,brics_gnn__murcko_gnn__ridge,BRICS-subgroup GNN,Murcko-subgroup GNN,ridge regression,1.0461192345303547,0.7368180786089963,0.000166224386326397,0.986334,True
R03,TDC OOF,7985,mordred__murcko_gnn__rf,Mordred,Murcko-subgroup GNN,random forest,1.0470452372152625,0.6909964653024773,-0.0018112856230274117,0.986334,True
R03,TDC OOF,7985,chemberta__atom_gnn__xgb,ChemBERTa,atom-level 2D GNN,XGBoost,1.04708881537393,0.7005436588906746,0.006048242512280903,0.986334,True
R03,TDC OOF,7985,ecfp__brics_gnn__xgb,ECFP,BRICS-subgroup GNN,XGBoost,1.0472018392973712,0.7372400482918847,-0.0011668412539386321,0.986334,True
R03,TDC OOF,7985,chemberta__brics_gnn__ridge,ChemBERTa,BRICS-subgroup GNN,ridge regression,1.0488725152477552,0.7109214463099078,0.0017191994615433825,0.986334,True
R03,TDC OOF,7985,chemberta__atom_gnn__ridge,ChemBERTa,atom-level 2D GNN,ridge regression,1.049164997011536,0.7058148984126549,0.0038657227223156975,0.986334,True
R03,TDC OOF,7985,mordred__atom_gnn__mlp,Mordred,atom-level 2D GNN,multilayer perceptron,1.0500533842348208,0.6964127751387164,0.007753207111176105,0.986334,True
R03,TDC OOF,7985,chemberta__three_d_gnn__knn,ChemBERTa,3D-MPNN,k-nearest neighbours,1.0507625001814223,0.7061278797488162,0.015753553539755858,0.986334,True
R03,TDC OOF,7985,mordred__atom_gnn__ridge,Mordred,atom-level 2D GNN,ridge regression,1.0508120891028938,0.7035081957801771,-0.001033307347362548,0.986334,True
R03,TDC OOF,7985,chemberta__three_d_gnn__mlp,ChemBERTa,3D-MPNN,multilayer perceptron,1.0519592936098578,0.6977396062675689,0.022037478413589322,0.986334,True
R03,TDC OOF,7985,murcko_gnn__three_d_gnn__xgb,Murcko-subgroup GNN,3D-MPNN,XGBoost,1.053064047042289,0.7110078148828228,0.011264188726612404,0.986334,True
R03,TDC OOF,7985,atom_gnn__three_d_gnn__rf,atom-level 2D GNN,3D-MPNN,random forest,1.0558873841015282,0.6932899393604778,-0.0024474276480374404,0.986334,True
R03,TDC OOF,7985,mordred__ecfp__rf,Mordred,ECFP,random forest,1.0570907022493512,0.6902138553596611,-0.0077407989181936575,0.986334,True
R03,TDC OOF,7985,brics_gnn__murcko_gnn__mlp,BRICS-subgroup GNN,Murcko-subgroup GNN,multilayer perceptron,1.0581491103892582,0.7327349259982228,0.0008699377608258988,0.986334,True
R03,TDC OOF,7985,chemberta__murcko_gnn__xgb,ChemBERTa,Murcko-subgroup GNN,XGBoost,1.059078421766689,0.7194632296111033,0.006118842239882281,0.986334,True
R03,TDC OOF,7985,brics_gnn__murcko_gnn__knn,BRICS-subgroup GNN,Murcko-subgroup GNN,k-nearest neighbours,1.0594081690404558,0.7082112263309234,0.0176504426260953,0.986334,True
R03,TDC OOF,7985,ecfp__atom_gnn__knn,ECFP,atom-level 2D GNN,k-nearest neighbours,1.0606634453889383,0.7004434592554414,0.055383057487189774,0.986334,True
R03,TDC OOF,7985,brics_gnn__three_d_gnn__knn,BRICS-subgroup GNN,3D-MPNN,k-nearest neighbours,1.0631618718624387,0.7092859797598695,-0.0101210010858876,0.986334,True
R03,TDC OOF,7985,ecfp__murcko_gnn__rf,ECFP,Murcko-subgroup GNN,random forest,1.063976026510077,0.700781869752915,0.0025047838493469474,0.986334,True
R03,TDC OOF,7985,mordred__chemberta__rf,Mordred,ChemBERTa,random forest,1.064786340282755,0.7134972549509029,0.007694085555447083,0.986334,True
R03,TDC OOF,7985,atom_gnn__three_d_gnn__xgb,atom-level 2D GNN,3D-MPNN,XGBoost,1.0659915389297647,0.718771075239965,0.004353433676177832,0.986334,True
R03,TDC OOF,7985,chemberta__atom_gnn__mlp,ChemBERTa,atom-level 2D GNN,multilayer perceptron,1.0660703776855567,0.7159499102513772,0.002182551192702802,0.986334,True
R03,TDC OOF,7985,chemberta__brics_gnn__mlp,ChemBERTa,BRICS-subgroup GNN,multilayer perceptron,1.0675807068644307,0.7286390425728482,0.02045303892733798,0.986334,True
R03,TDC OOF,7985,chemberta__atom_gnn__knn,ChemBERTa,atom-level 2D GNN,k-nearest neighbours,1.0688426151294983,0.728372844352741,0.023186184650544887,0.986334,True
R03,TDC OOF,7985,mordred__murcko_gnn__xgb,Mordred,Murcko-subgroup GNN,XGBoost,1.0692624974056566,0.7343622364657233,-0.0008558606311333719,0.986334,True
R03,TDC OOF,7985,chemberta__murcko_gnn__ridge,ChemBERTa,Murcko-subgroup GNN,ridge regression,1.0700437885941356,0.7250021142556329,0.0035822557150726906,0.986334,True
R03,TDC OOF,7985,chemberta__brics_gnn__knn,ChemBERTa,BRICS-subgroup GNN,k-nearest neighbours,1.0704606278872357,0.7324461691363563,0.025589796480698597,0.986334,True
R03,TDC OOF,7985,mordred__ecfp__xgb,Mordred,ECFP,XGBoost,1.070535333024443,0.729183011855455,-0.008361433971096812,0.986334,True
R03,TDC OOF,7985,ecfp__atom_gnn__ridge,ECFP,atom-level 2D GNN,ridge regression,1.0723108684140132,0.7232590278927381,-0.0007404696119389627,0.986334,True
R03,TDC OOF,7985,mordred__chemberta__ridge,Mordred,ChemBERTa,ridge regression,1.0727402938383743,0.7250901374835886,0.0035080409858747976,0.986334,True
R03,TDC OOF,7985,murcko_gnn__three_d_gnn__knn,Murcko-subgroup GNN,3D-MPNN,k-nearest neighbours,1.0728920613830966,0.7089858987947179,-0.006233305305740107,0.986334,True
R03,TDC OOF,7985,ecfp__atom_gnn__mlp,ECFP,atom-level 2D GNN,multilayer perceptron,1.0729923799536512,0.7210727005995565,0.041329124666338764,0.986334,True
R03,TDC OOF,7985,atom_gnn__three_d_gnn__mlp,atom-level 2D GNN,3D-MPNN,multilayer perceptron,1.0749037884242867,0.711103063430919,0.011436870406809524,0.986334,True
R03,TDC OOF,7985,chemberta__murcko_gnn__knn,ChemBERTa,Murcko-subgroup GNN,k-nearest neighbours,1.0749683217249923,0.7330122192208168,0.023530119920480052,0.986334,True
R03,TDC OOF,7985,ecfp__chemberta__rf,ECFP,ChemBERTa,random forest,1.0750027742766302,0.7254520128228038,0.00670548054328258,0.986334,True
R03,TDC OOF,7985,ecfp__chemberta__ridge,ECFP,ChemBERTa,ridge regression,1.0760998837279239,0.7270461461106257,0.0036816933896831974,0.986334,True
R03,TDC OOF,7985,mordred__murcko_gnn__mlp,Mordred,Murcko-subgroup GNN,multilayer perceptron,1.077265574869969,0.7204445827599636,0.007563347311113953,0.986334,True
R03,TDC OOF,7985,mordred__chemberta__knn,Mordred,ChemBERTa,k-nearest neighbours,1.0780074456294193,0.7422907777409292,0.048556382681957166,0.986334,True
R03,TDC OOF,7985,mordred__murcko_gnn__ridge,Mordred,Murcko-subgroup GNN,ridge regression,1.0785075605079029,0.7347041003069026,-0.000964075296750938,0.986334,True
R03,TDC OOF,7985,ecfp__atom_gnn__xgb,ECFP,atom-level 2D GNN,XGBoost,1.0790614124049938,0.7405454495317132,-0.0013547647962392,0.986334,True
R03,TDC OOF,7985,atom_gnn__three_d_gnn__ridge,atom-level 2D GNN,3D-MPNN,ridge regression,1.0831921696894506,0.7330688860067909,0.006689237294150954,0.986334,True
R03,TDC OOF,7985,murcko_gnn__three_d_gnn__ridge,Murcko-subgroup GNN,3D-MPNN,ridge regression,1.083376234681864,0.730823718498848,0.005039829570013201,0.986334,True
R03,TDC OOF,7985,ecfp__chemberta__mlp,ECFP,ChemBERTa,multilayer perceptron,1.0847076747712923,0.732461745393834,0.017740668806179836,0.986334,True
R03,TDC OOF,7985,atom_gnn__three_d_gnn__knn,atom-level 2D GNN,3D-MPNN,k-nearest neighbours,1.0847810664385533,0.7219483364771602,-0.025360413204171754,0.986334,True
R03,TDC OOF,7985,murcko_gnn__three_d_gnn__mlp,Murcko-subgroup GNN,3D-MPNN,multilayer perceptron,1.0854789331484427,0.713355078932224,0.0115110943423543,0.986334,True
R03,TDC OOF,7985,mordred__chemberta__xgb,Mordred,ChemBERTa,XGBoost,1.0861152420738096,0.7378891509824708,0.008720060574896684,0.986334,True
R03,TDC OOF,7985,mordred__brics_gnn__knn,Mordred,BRICS-subgroup GNN,k-nearest neighbours,1.0899472016988931,0.753548620821671,0.03163220239423713,0.986334,True
R03,TDC OOF,7985,mordred__chemberta__mlp,Mordred,ChemBERTa,multilayer perceptron,1.0905654658065407,0.7386636268352982,-0.00816941674744458,0.986334,True
R03,TDC OOF,7985,ecfp__chemberta__xgb,ECFP,ChemBERTa,XGBoost,1.0924214808210795,0.7435809001232461,0.008666088612132757,0.986334,True
R03,TDC OOF,7985,chemberta__murcko_gnn__mlp,ChemBERTa,Murcko-subgroup GNN,multilayer perceptron,1.093848379664138,0.7434274768337737,0.03237583573110423,0.986334,True
R03,TDC OOF,7985,ecfp__murcko_gnn__knn,ECFP,Murcko-subgroup GNN,k-nearest neighbours,1.093995172285891,0.7347639883210674,-0.006989930481056342,0.986334,True
